grain_0, class=IRRI-6, conf=0.9919, features=[0.015057800337672234, 0.9655925035476685, 0.01934974081814289, 7.225959961942863e-06, 0.9939274787902832, 0.0060653239488601685, 0.01118021085858345, 0.884548544883728, 0.10427126288414001]
grain_1, class=1509, conf=0.9916, features=[0.9687197208404541, 0.01711961440742016, 0.014160712249577045, 0.9999998807907104, 1.054888842944024e-09, 1.0059764576908492e-07, 0.9415277242660522, 0.019635992124676704, 0.0388362817466259]
grain_2, class=1509, conf=0.9916, features=[0.971422016620636, 0.016469184309244156, 0.012108719907701015, 0.9999994039535522, 1.4252744817699892e-10, 6.320047418739705e-07, 0.957687497138977, 0.01572779193520546, 0.02658475935459137]
grain_3, class=1509, conf=0.9914, features=[0.9652778506278992, 0.01866798847913742, 0.016054192557930946, 0.9580859541893005, 0.00017415249021723866, 0.04173985868692398, 0.8847097158432007, 0.011135817505419254, 0.10415451973676682]
grain_4, class=1509, conf=0.9916, features=[0.9683206081390381, 0.018068281933665276, 0.01361112017184496, 0.9999769926071167, 2.324341608073155e-08, 2.298251820320729e-05, 0.9506537914276123, 0.02563188225030899, 0.02371433936059475]
grain_5, class=1509, conf=0.9916, features=[0.9679430723190308, 0.015951035544276237, 0.016105983406305313, 0.9992788434028625, 0.00014085156726650894, 0.0005803152453154325, 0.9455713629722595, 0.025415776297450066, 0.029012851417064667]
grain_6, class=IRRI-6, conf=0.9759, features=[0.02062051370739937, 0.9378021955490112, 0.04157726839184761, 5.431850240711356e-06, 0.8791311383247375, 0.12086339294910431, 0.011624607257544994, 0.8696906566619873, 0.11868470162153244]
grain_7, class=1509, conf=0.9916, features=[0.9716776609420776, 0.016101481392979622, 0.0122208958491683, 0.9999971389770508, 1.9087385005889246e-09, 2.842148433046532e-06, 0.9540926814079285, 0.020043695345520973, 0.025863656774163246]
grain_8, class=1509, conf=0.9916, features=[0.9717626571655273, 0.016897866502404213, 0.011339391581714153, 0.9999884366989136, 3.700736384004699e-09, 1.1602284757827874e-05, 0.9626832604408264, 0.020365282893180847, 0.016951434314250946]
grain_9, class=1509, conf=0.9916, features=[0.9700548052787781, 0.016803551465272903, 0.013141673989593983, 0.9999699592590332, 1.0970979928970337e-05, 1.9035516743315384e-05, 0.9553051590919495, 0.021572185680270195, 0.02312271110713482]
grain_10, class=IRRI-6, conf=0.9919, features=[0.019247857853770256, 0.9682018160820007, 0.01255032978951931, 4.636744506569812e-06, 0.9980744123458862, 0.0019209465244784951, 0.005705926101654768, 0.9844873547554016, 0.009806781075894833]
grain_11, class=1509, conf=0.9866, features=[0.9659096002578735, 0.01864907518029213, 0.01544128730893135, 0.9732587933540344, 1.2961561424162937e-06, 0.026739953085780144, 0.7051628828048706, 0.03726403787732124, 0.25757306814193726]
grain_12, class=Super White, conf=0.9920, features=[0.017156366258859634, 0.015308352187275887, 0.9675352573394775, 2.4399803351116134e-06, 0.0002775268512777984, 0.99972003698349, 0.025954529643058777, 0.00772495474666357, 0.9663205146789551]
grain_13, class=IRRI-6, conf=0.9868, features=[0.016918543726205826, 0.9679333567619324, 0.015148093923926353, 3.2597790777799673e-07, 0.9420537352561951, 0.05794592574238777, 0.013788234442472458, 0.9451554417610168, 0.04105634242296219]
grain_14, class=1509, conf=0.9713, features=[0.961553156375885, 0.018157966434955597, 0.0202889833599329, 0.999976634979248, 1.0086616875071286e-08, 2.341370600333903e-05, 0.23462001979351044, 0.01916653849184513, 0.7462133765220642]
grain_15, class=1509, conf=0.9916, features=[0.9688045382499695, 0.017015790566802025, 0.01417970284819603, 1.0, 2.6184093782077866e-10, 4.217357485458706e-08, 0.9554334282875061, 0.016961783170700073, 0.027604734525084496]
grain_16, class=IRRI-6, conf=0.9919, features=[0.018824633210897446, 0.969519317150116, 0.011656043119728565, 4.073796446846245e-07, 0.9988045692443848, 0.0011950283078476787, 0.004341872408986092, 0.9859346151351929, 0.009723445400595665]
grain_17, class=Super White, conf=0.9910, features=[0.03208315372467041, 0.01846236176788807, 0.9494544863700867, 0.0032692591194063425, 0.004922161810100079, 0.9918085932731628, 0.008266011252999306, 0.02088870108127594, 0.9708452820777893]
grain_18, class=IRRI-6, conf=0.9919, features=[0.019713757559657097, 0.9650171995162964, 0.015268977731466293, 2.9137058845662978e-06, 0.9999593496322632, 3.77869546355214e-05, 0.009968262165784836, 0.9763836860656738, 0.013648102059960365]
grain_19, class=Super White, conf=0.7651, features=[0.029072197154164314, 0.6278102397918701, 0.34311753511428833, 2.6247880668961443e-05, 0.19416306912899017, 0.8058106899261475, 0.03206726536154747, 0.270711213350296, 0.6972215175628662]
grain_20, class=Super White, conf=0.9920, features=[0.02168600633740425, 0.014851586893200874, 0.9634624123573303, 2.932163852165104e-06, 3.6455260215007e-06, 0.9999933242797852, 0.01490503828972578, 0.004124636761844158, 0.9809703230857849]
grain_21, class=1509, conf=0.9916, features=[0.9652005434036255, 0.019882213324308395, 0.014917352236807346, 0.9999970197677612, 5.64409541325972e-09, 2.9239511150080943e-06, 0.9601731300354004, 0.01654706336557865, 0.023279856890439987]
grain_22, class=1509, conf=0.9916, features=[0.9690727591514587, 0.016268305480480194, 0.014658869244158268, 0.999923586845398, 6.46673797746189e-05, 1.166616038972279e-05, 0.9561419486999512, 0.017535952851176262, 0.026322072371840477]
